class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date,date_last_updated
Economic,Work,Hourly earnings,By ethnic group,MELAA,2020,          28.000000,$,2020,21-12-21
Economic,Work,Hourly earnings,By ethnic group,Other ethnicity,2020,          25.910000,$,2020,21-12-21
Economic,Work,Hourly earnings,By ethnic group,European,2021,          28.850000,$,2021,21-12-21
Economic,Work,Hourly earnings,By ethnic group,Māori,2021,          25.000000,$,2021,21-12-21
Economic,Work,Hourly earnings,By ethnic group,Pacific peoples,2021,          24.000000,$,2021,21-12-21
Economic,Work,Hourly earnings,By ethnic group,Asian,2021,          26.080000,$,2021,21-12-21
Economic,Work,Hourly earnings,By ethnic group,MELAA,2021,          28.100000,$,2021,21-12-21
Economic,Work,Hourly earnings,By ethnic group,Other ethnicity,2021,          27.000000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2009,          12.500000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2009,          15.340000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2009,          19.000000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2009,          22.000000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2009,          23.020000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2009,          22.000000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2009,          21.750000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2009,          21.100000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2009,          20.140000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2009,          20.000000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2009,          17.580000,$,2009,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2010,          12.750000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2010,          15.750000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2010,          19.400000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2010,          22.000000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2010,          23.970000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2010,          22.160000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2010,          22.560000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2010,          22.200000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2010,          21.480000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2010,          19.950000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2010,          19.010000,$,2010,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2011,          13.150000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2011,          16.000000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2011,          19.500000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2011,          22.380000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2011,          24.000000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2011,          23.020000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2011,          23.440000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2011,          23.000000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2011,          22.360000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2011,          21.110000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2011,          18.940000,$,2011,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2012,          13.500000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2012,          16.060000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2012,          20.000000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2012,          22.500000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2012,          24.000000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2012,          23.970000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2012,          24.000000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2012,          23.900000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2012,          22.440000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2012,          22.000000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2012,          20.000000,$,2012,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2013,          13.750000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2013,          16.110000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2013,          20.000000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2013,          23.590000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2013,          24.790000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2013,          24.930000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2013,          25.000000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2013,          24.290000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2013,          23.870000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2013,          23.020000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2013,          20.400000,$,2013,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2014,          14.380000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2014,          16.780000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2014,          20.190000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2014,          23.970000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2014,          25.000000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2014,          26.230000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2014,          24.550000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2014,          24.000000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2014,          23.970000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2014,          22.590000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2014,          21.000000,$,2014,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2015,          14.900000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2015,          17.270000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2015,          21.000000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2015,          25.320000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2015,          26.150000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2015,          27.000000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2015,          26.370000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2015,          25.000000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2015,          24.840000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2015,          24.000000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2015,          21.600000,$,2015,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2016,          15.430000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2016,          18.000000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2016,          22.000000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2016,          25.410000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2016,          27.000000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2016,          27.810000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2016,          28.000000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2016,          26.540000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2016,          25.000000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2016,          24.500000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2016,          22.060000,$,2016,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2017,          16.000000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2017,          18.220000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2017,          23.420000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2017,          26.370000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2017,          28.000000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2017,          27.760000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2017,          27.490000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2017,          27.620000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2017,          26.850000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2017,          25.000000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2017,          23.780000,$,2017,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2018,          16.750000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2018,          19.180000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2018,          23.490000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2018,          26.150000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2018,          28.480000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2018,          28.770000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2018,          28.770000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2018,          28.770000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2018,          27.320000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2018,          26.420000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2018,          24.360000,$,2018,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2019,          17.750000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2019,          20.300000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2019,          24.450000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2019,          27.000000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2019,          28.770000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2019,          29.730000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2019,          28.770000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2019,          28.800000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2019,          27.700000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2019,          26.850000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2019,          25.410000,$,2019,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2020,          18.960000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2020,          21.100000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2020,          25.630000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2020,          28.770000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2020,          30.330000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2020,          31.630000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2020,          31.000000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2020,          30.340000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2020,          29.830000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2020,          28.620000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2020,          25.850000,$,2020,21-12-21
Economic,Work,Hourly earnings,By age,15–19,2021,          20.000000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,20–24,2021,          22.750000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,25–29,2021,          26.370000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,30–34,2021,          29.880000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,35–39,2021,          30.700000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,40–44,2021,          31.840000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,45–49,2021,          31.170000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,50–54,2021,          31.170000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,55–59,2021,          30.000000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,60–64,2021,          28.820000,$,2021,21-12-21
Economic,Work,Hourly earnings,By age,65 plus,2021,          27.000000,$,2021,21-12-21
Economic,Work,Hourly earnings,By disability status,Disabled,2017,          21.500000,$,2017,21-12-21
Economic,Work,Hourly earnings,By disability status,Non-Disabled,2017,          24.510000,$,2017,21-12-21
Economic,Work,Hourly earnings,By disability status,Disabled,2018,          23.020000,$,2018,21-12-21
Economic,Work,Hourly earnings,By disability status,Non-Disabled,2018,          25.000000,$,2018,21-12-21
Economic,Work,Hourly earnings,By disability status,Disabled,2019,          24.000000,$,2019,21-12-21
Economic,Work,Hourly earnings,By disability status,Non-Disabled,2019,          25.570000,$,2019,21-12-21
Economic,Work,Hourly earnings,By disability status,Disabled,2020,          25.000000,$,2020,21-12-21
Economic,Work,Hourly earnings,By disability status,Non-Disabled,2020,          27.000000,$,2020,21-12-21
Economic,Work,Hourly earnings,By disability status,Disabled,2021,          25.220000,$,2021,21-12-21
Economic,Work,Hourly earnings,By disability status,Non-Disabled,2021,          27.810000,$,2021,21-12-21
Economic,Work,Employment rate,Total,Seasonally adjusted,2007-09-01,          65.700000,Percent,2007-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2007-12-01,          66.100000,Percent,2007-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2008-03-01,          65.800000,Percent,2008-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2008-06-01,          65.700000,Percent,2008-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2008-09-01,          65.600000,Percent,2008-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2008-12-01,          65.900000,Percent,2008-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2009-03-01,          64.500000,Percent,2009-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2009-06-01,          64.300000,Percent,2009-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2009-09-01,          63.500000,Percent,2009-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2009-12-01,          63.300000,Percent,2009-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2010-03-01,          63.400000,Percent,2010-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2010-06-01,          63.300000,Percent,2010-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2010-09-01,          63.700000,Percent,2010-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2010-12-01,          63.300000,Percent,2010-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2011-03-01,          63.800000,Percent,2011-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2011-06-01,          63.800000,Percent,2011-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2011-09-01,          63.900000,Percent,2011-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2011-12-01,          63.700000,Percent,2011-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2012-03-01,          63.700000,Percent,2012-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2012-06-01,          63.600000,Percent,2012-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2012-09-01,          63.300000,Percent,2012-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2012-12-01,          63.300000,Percent,2012-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2013-03-01,          63.300000,Percent,2013-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2013-06-01,          63.400000,Percent,2013-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2013-09-01,          64.100000,Percent,2013-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2013-12-01,          64.400000,Percent,2013-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2014-03-01,          64.800000,Percent,2014-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2014-06-01,          64.700000,Percent,2014-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2014-09-01,          64.900000,Percent,2014-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2014-12-01,          65.500000,Percent,2014-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2015-03-01,          65.600000,Percent,2015-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2015-06-01,          65.200000,Percent,2015-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2015-09-01,          64.500000,Percent,2015-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2015-12-01,          65.000000,Percent,2015-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2016-03-01,          65.300000,Percent,2016-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2016-06-01,          66.400000,Percent,2016-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2016-09-01,          66.600000,Percent,2016-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2016-12-01,          67.000000,Percent,2016-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2017-03-01,          67.400000,Percent,2017-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2017-06-01,          67.000000,Percent,2017-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2017-09-01,          67.800000,Percent,2017-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2017-12-01,          68.000000,Percent,2017-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2018-03-01,          68.000000,Percent,2018-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2018-06-01,          67.900000,Percent,2018-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2018-09-01,          68.300000,Percent,2018-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2018-12-01,          67.900000,Percent,2018-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2019-03-01,          67.600000,Percent,2019-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2019-06-01,          67.700000,Percent,2019-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2019-09-01,          67.700000,Percent,2019-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2019-12-01,          67.500000,Percent,2019-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2020-03-01,          67.700000,Percent,2020-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2020-06-01,          67.100000,Percent,2020-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2020-09-01,          66.500000,Percent,2020-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2020-12-01,          66.800000,Percent,2020-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2021-03-01,          67.100000,Percent,2021-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2021-06-01,          67.800000,Percent,2021-06-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2021-09-01,          68.800000,Percent,2021-09-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2021-12-01,          68.800000,Percent,2021-12-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2022-03-01,          68.600000,Percent,2022-03-01,03-08-22
Economic,Work,Employment rate,Total,Seasonally adjusted,2022-06-01,          68.500000,Percent,2022-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2007-09-01,          65.900000,Percent,2007-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2007-12-01,          65.900000,Percent,2007-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2008-03-01,          65.900000,Percent,2008-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2008-06-01,          65.700000,Percent,2008-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2008-09-01,          65.800000,Percent,2008-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2008-12-01,          65.600000,Percent,2008-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2009-03-01,          64.900000,Percent,2009-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2009-06-01,          64.100000,Percent,2009-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2009-09-01,          63.600000,Percent,2009-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2009-12-01,          63.300000,Percent,2009-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2010-03-01,          63.300000,Percent,2010-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2010-06-01,          63.500000,Percent,2010-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2010-09-01,          63.500000,Percent,2010-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2010-12-01,          63.500000,Percent,2010-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2011-03-01,          63.600000,Percent,2011-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2011-06-01,          63.900000,Percent,2011-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2011-09-01,          63.800000,Percent,2011-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2011-12-01,          63.800000,Percent,2011-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2012-03-01,          63.700000,Percent,2012-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2012-06-01,          63.600000,Percent,2012-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2012-09-01,          63.300000,Percent,2012-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2012-12-01,          63.200000,Percent,2012-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2013-03-01,          63.200000,Percent,2013-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2013-06-01,          63.500000,Percent,2013-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2013-09-01,          64.000000,Percent,2013-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2013-12-01,          64.500000,Percent,2013-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2014-03-01,          64.700000,Percent,2014-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2014-06-01,          64.800000,Percent,2014-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2014-09-01,          65.100000,Percent,2014-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2014-12-01,          65.400000,Percent,2014-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2015-03-01,          65.600000,Percent,2015-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2015-06-01,          65.100000,Percent,2015-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2015-09-01,          64.700000,Percent,2015-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2015-12-01,          64.800000,Percent,2015-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2016-03-01,          65.500000,Percent,2016-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2016-06-01,          66.200000,Percent,2016-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2016-09-01,          66.700000,Percent,2016-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2016-12-01,          67.000000,Percent,2016-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2017-03-01,          67.300000,Percent,2017-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2017-06-01,          67.400000,Percent,2017-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2017-09-01,          67.700000,Percent,2017-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2017-12-01,          68.000000,Percent,2017-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2018-03-01,          68.000000,Percent,2018-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2018-06-01,          68.000000,Percent,2018-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2018-09-01,          68.100000,Percent,2018-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2018-12-01,          67.900000,Percent,2018-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2019-03-01,          67.700000,Percent,2019-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2019-06-01,          67.700000,Percent,2019-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2019-09-01,          67.700000,Percent,2019-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2019-12-01,          67.600000,Percent,2019-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2020-03-01,          67.600000,Percent,2020-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2020-06-01,          67.400000,Percent,2020-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2020-09-01,          67.000000,Percent,2020-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2020-12-01,          66.800000,Percent,2020-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2021-03-01,          67.100000,Percent,2021-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2021-06-01,          67.700000,Percent,2021-06-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2021-09-01,          68.200000,Percent,2021-09-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2021-12-01,          68.600000,Percent,2021-12-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2022-03-01,          68.600000,Percent,2022-03-01,03-08-22
Economic,Work,Employment rate,Total,Trend series,2022-06-01,          68.500000,Percent,2022-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2007-09-01,          73.200000,Percent,2007-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2007-12-01,          72.800000,Percent,2007-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2008-03-01,          72.600000,Percent,2008-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2008-06-01,          72.300000,Percent,2008-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2008-09-01,          71.800000,Percent,2008-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2008-12-01,          72.400000,Percent,2008-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2009-03-01,          70.600000,Percent,2009-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2009-06-01,          70.800000,Percent,2009-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2009-09-01,          69.200000,Percent,2009-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2009-12-01,          69.300000,Percent,2009-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2010-03-01,          69.600000,Percent,2010-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2010-06-01,          69.300000,Percent,2010-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2010-09-01,          70.300000,Percent,2010-09-01,03-08-22
